node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L2_N3d4844b8,L2_Nf64b0b03,0.1808130443096161,0.1808130443096161,0.1808130486544046,1,keep,
L2_N3d4844b8,L2_Nfeea0571,0.18074390292167664,0.18205425143241882,0.1833646092512006,2,keep,
L2_N3d4844b8,L2_Nff3b5230,0.2037087231874466,0.21143662929534912,0.2191645351392213,2,keep,
L2_N466127b4,L2_N6d9c5da7,0.1604747772216797,0.16108427941799164,0.1616937779529771,2,keep,
L2_N466127b4,L2_N6da1b013,0.16092146933078766,0.16092146933078766,0.1609214666809648,1,keep,
L2_N466127b4,L2_N709fdde1,0.19477805495262146,0.19756600260734558,0.2828447321840934,8,keep,
L2_N466127b4,L2_N8ed52793,0.1513679176568985,0.15330421924591064,0.1552405266278236,2,keep,
L2_N466127b4,L2_Naaad89dc,0.17142200469970703,0.17208456993103027,0.1727471373881353,2,keep,
L2_N466127b4,L2_Nd5d2d592,0.15580764412879944,0.15580764412879944,0.1558076413351134,1,keep,
L2_N466127b4,L2_Nd825449f,0.16525569558143616,0.16814905405044556,0.1710423901986353,2,keep,
L2_N4db8aea7,L2_N68c2aa93,0.1664706915616989,0.1664706915616989,0.166470686684972,1,keep,
L2_N4db8aea7,L2_N9ef25cc0,0.2061682641506195,0.20958258211612701,0.2129969103219195,2,keep,
L2_N4db8aea7,L2_Na75f0b05,0.15023060142993927,0.15023060142993927,0.150230596381736,1,keep,
L2_N4db8aea7,L2_Ne1879105,0.15191452205181122,0.15191452205181122,0.1519145212866876,1,keep,
L2_N4db8aea7,L2_Ne4cef915,0.16605322062969208,0.16622015833854675,0.1663870814084958,2,keep,
L2_N4db8aea7,L2_Nfeea0571,0.15950194001197815,0.1614047884941101,0.1633076448515074,2,keep,
L2_N4f9516d8,L2_N8e687f9d,0.17947906255722046,0.17947906255722046,0.1794790656321725,1,keep,
